Kode Pesanan,Status Pesanan,Status Terverifikasi,Waktu Pesanan,Waktu Pesanan Selesai,Waktu Pesanan Terverifikasi,Kode Produk,Nama Produk,ID Model,L1 Kategori Global,L2 Kategori Global,L3 Kategori Global,Kode Promo,Harga(Rp),Jumlah,Nama Affiliate,Username Affiliate,MCN Terhubung,ID Komisi Pesanan,Partner Promo,Jenis Promo,Nilai Pembelian(Rp),Jumlah Pengembalian(Rp),Tipe Pesanan,Estimasi Komisi per Produk(Rp),Estimasi Komisi Affiliate per Produk(Rp),Persentase Komisi Affiliate per Produk,Estimasi Komisi MCN per Produk(Rp),Persentase Komisi MCN per Produk,Estimasi Komisi per Pesanan(Rp),Estimasi Komisi Affiliate per Pesanan(Rp),Estimasi Komisi MCN per Pesanan(Rp),Catatan Produk,Platform,Tingkat Komisi,Pengeluaran(Rp),Status Pemotongan,Metode Pemotongan,Waktu Pemotongan
250525S9KGQRHX,Selesai,Sah,2025-05-25 17:48:32,2025-05-30 07:49:40,2025-05-30 07:49:40,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372341,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,84100,1,xtend1234,xtend1234,,105143957,,Komisi Produk Penjual,75900,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
250525S6FUPY12,Selesai,Sah,2025-05-25 16:52:48,2025-05-28 15:57:15,2025-05-28 15:57:15,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801710,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,22090,1,Dwi Sugiarto,abudaffahusain,,79104118,,Komisi Produk Penjual,18777,0,Pesanan Langsung,1126.62,1126.62,6%,0,0%,1126.62,1126.62,0,,Shopeevideo-Shopee,6%,1251,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-28 15:57:41
250525S2WGCXUF,Selesai,Sah,2025-05-25 15:48:51,2025-05-30 11:39:49,2025-05-30 11:39:49,27968323672,TaffPACK Tape Lakban PTFE Heat High Temperature Insulation 10M - TF10M,257081148368,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,21431,1,shopbackid,shopbackid_,,79104144,,Komisi Produk Penjual,17386,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,ShopbackApp,10%,0,,,
250525RXPUP5GD,Dibatalkan,Sah,2025-05-25 14:33:33,,,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,0,YouTube Shopping,youtube_shopping_id,,79104169,,Komisi Produk Penjual,0,65000,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,Pesanan dibatalkan karena pengiriman gagal,YouTube,6%,0,,,
250525RX4M2MNW,Selesai,Sah,2025-05-25 14:23:22,2025-05-30 07:53:36,2025-05-30 07:53:36,26207094848,Taffware QST Express Heat Gun Hot Blower Vinyl 230V 300W - QST-220,241325209704,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perkakas,,52922,1,aisyahrizqi,thriftimewa,FYC,79104106,,Komisi Produk Penjual,52922,0,Pesanan Langsung,3175.32,3175.32,6%,0,0%,3175.32,3175.32,0,,Shopeevideo-Shopee,6%,3525,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-30 07:54:02
250525RUMQ8U2A,Selesai,Sah,2025-05-25 13:38:40,2025-05-29 17:16:14,2025-05-29 17:16:14,29368194067,FJUN Jas Hujan Portable Raincoat Transparent Poncho with Hood,197992596475,Olahraga & Outdoor,Aksesoris Olahraga & Aktivitas Outdoor,Jas Hujan,,90616,2,xtend1234,xtend1234,,79104130,,Komisi Produk Penjual,154108,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250525RT2FD933,Selesai,Sah,2025-05-25 13:10:35,2025-05-28 09:56:38,2025-05-28 09:56:38,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6298,2,anisaofficial,_8k5m6ax_v,,97448167,,Komisi Produk Penjual,11967,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,WhatsApp,5%,0,,,
250525RPUSXH8V,Selesai,Sah,2025-05-25 12:13:09,2025-05-28 20:31:30,2025-05-28 20:31:30,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801710,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,22090,1,xtend1234,xtend1234,,79104118,,Komisi Produk Penjual,22090,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250525RNYVDCJB,Selesai,Sah,2025-05-25 11:57:32,2025-05-30 04:29:39,2025-05-30 04:29:39,24684332520,TaffHOME Timer Masak Dapur Magnetic Stopwatch Kitchen Timer - JS-113,147404904208,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,19176,1,Sakura,sakura024,,79104536,,Komisi Produk Penjual,19176,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250525RJWAKQ7P,Selesai,Sah,2025-05-25 11:02:26,2025-05-28 11:06:06,2025-05-28 11:06:06,26618199030,Holajaju Cover Sepatu Pelindung Anti Air Hujan PVC 1 Pair with Buckle,109325548994,Sepatu Wanita,Boots,Sepatu Boot Hujan,,45214,1,soy rico💸,sumberrezeki652742,,79104162,,Komisi Produk Penjual,45214,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250525RBAXBR1E,Selesai,Sah,2025-05-25 08:46:52,2025-05-26 22:27:53,2025-05-26 22:27:53,27508827050,LinQi Metal Stand Smartphone Universal Holder Foldable Rotating 360 - LQ03,217747266709,Handphone & Aksesoris,Aksesoris,Phone Holder,,10800,2,interspaceindonesia2,interspaceindonesia2,,79104355,,Komisi Produk Penjual,19009,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
250525RBAXBR1E,Selesai,Sah,2025-05-25 08:46:52,2025-05-26 22:27:53,2025-05-26 22:27:53,28808826852,TaffSTUDIO Alas Putar Fotografi Suede Rotating 360 Turntable 20cm - QM104712,256442150936,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,126900,1,interspaceindonesia2,interspaceindonesia2,,79104266,,Komisi Produk Penjual,106088,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
250525RBAXBR1E,Selesai,Sah,2025-05-25 08:46:52,2025-05-26 22:27:53,2025-05-26 22:27:53,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372340,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,82600,1,interspaceindonesia2,interspaceindonesia2,,105143957,,Komisi Produk Penjual,69053,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Facebook,5%,0,,,
250525RAQGJWFC,Selesai,Sah,2025-05-25 08:36:00,2025-05-29 21:10:30,2025-05-29 21:10:30,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372340,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,82600,1,Hanna sebayang,hannasebayang17,,105143957,,Komisi Produk Penjual,68328,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Websites,5%,0,,,
250525RAQGJWFC,Selesai,Sah,2025-05-25 08:36:00,2025-05-29 21:10:30,2025-05-29 21:10:30,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372341,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,84100,1,Hanna sebayang,hannasebayang17,,105143957,,Komisi Produk Penjual,69568,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Websites,5%,0,,,
250525QF1A3GVJ,Selesai,Sah,2025-05-25 00:20:24,2025-05-28 17:41:35,2025-05-28 17:41:35,29368194067,FJUN Jas Hujan Portable Raincoat Transparent Poncho with Hood,197992596475,Olahraga & Outdoor,Aksesoris Olahraga & Aktivitas Outdoor,Jas Hujan,,90616,1,hema_olshop,hema_olshop,,79104130,,Komisi Produk Penjual,79742,0,Pesanan Langsung,4784.52,4784.52,6%,0,0%,4784.52,4784.52,0,,Shopeevideo-Shopee,6%,5311,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-28 17:42:01
250525QEQH9FV1,Selesai,Sah,2025-05-25 00:14:57,2025-05-29 12:03:55,2025-05-29 12:03:55,27408827034,TaffSTUDIO Alas Putar Fotografi Suede Rotating 360 Turntable 20cm - QM104712,158759213263,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,120884,1,Opera Norway,opear.adx,,79104407,,Komisi Produk Penjual,97613,0,Pesanan Tidak Langsung,0,0,7%,0,0%,0,0,0,,Others,7%,0,,,
250525QDW84JPK,Selesai,Sah,2025-05-25 00:00:14,2025-05-29 20:08:43,2025-05-29 20:08:43,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372341,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,84100,1,ahmad baihaki,enizt,,105143957,,Komisi Produk Penjual,79895,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Facebook,5%,0,,,
250524PWPKAQP2,Selesai,Sah,2025-05-24 19:10:11,2025-05-28 23:33:41,2025-05-28 23:33:41,29368194067,FJUN Jas Hujan Portable Raincoat Transparent Poncho with Hood,197992596474,Olahraga & Outdoor,Aksesoris Olahraga & Aktivitas Outdoor,Jas Hujan,,97700,1,Suharto Efendi,genjol17,FEB Digital Agency,79104130,,Komisi Produk Penjual,97700,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
250524PVCRBB51,Selesai,Sah,2025-05-24 18:46:47,2025-05-30 04:48:02,2025-05-30 04:48:02,28168331264,NIKTO Lakban Sticker Magnetic Strong Tape Self Adhesive 1M - TMK92,252081150804,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,7200,4,Devi Maya saputri,devot23,,79104150,,Komisi Produk Penjual,28800,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
250524PU5SXGUQ,Selesai,Sah,2025-05-24 18:25:00,2025-05-29 22:03:14,2025-05-29 22:03:14,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,4900,2,platformrevinc,platformrevinc,,97448167,,Komisi Produk Penjual,6800,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
250524PTR729SW,Selesai,Sah,2025-05-24 18:17:24,2025-05-27 19:53:21,2025-05-27 19:53:21,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,4900,2,Kukka BerburuSale,kuk_ka,,97448167,,Komisi Produk Penjual,9800,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Websites,5%,0,,,
250524PRPTQHKT,Selesai,Sah,2025-05-24 17:40:50,2025-05-28 17:04:05,2025-05-28 17:04:05,27658831945,Taffware Peralatan Reparasi Jam Tangan Watch Repair Tool Kit Set,226685582816,Jam Tangan,Aksesoris Jam Tangan,Alat Servis Jam Tangan,,97600,1,shopbackid,shopbackid_,,79104290,,Komisi Produk Penjual,83220,0,Pesanan Langsung,6241.5,6241.5,"7,5%",0,0%,6241.5,6241.5,0,,ShopbackApp,"7,5%",6928,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-28 17:04:30
250524PNGB1CRA,Selesai,Sah,2025-05-24 16:43:31,2025-05-29 01:34:27,2025-05-29 01:34:27,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12635,1,alvinaaprilina_,vinsha.shop,,79104187,,Komisi Produk Penjual,7635,0,Pesanan Langsung,458.1,458.1,6%,0,0%,458.1,458.1,0,,Shopeevideo-Shopee,6%,508,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-29 01:39:00
250524PM6Y8XHT,Selesai,Sah,2025-05-24 16:20:23,2025-05-30 16:54:17,2025-05-30 16:54:17,29368194067,FJUN Jas Hujan Portable Raincoat Transparent Poncho with Hood,197992596475,Olahraga & Outdoor,Aksesoris Olahraga & Aktivitas Outdoor,Jas Hujan,,91580,1,hema_olshop,hema_olshop,,79104130,,Komisi Produk Penjual,87001,0,Pesanan Langsung,5220.06,5220.06,6%,0,0%,5220.06,5220.06,0,,Shopeevideo-Shopee,6%,5794,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-30 16:54:43
250524PKFGSPQH,Selesai,Sah,2025-05-24 16:07:16,2025-05-29 19:41:18,2025-05-29 19:41:18,29858827305,TaffSTUDIO Mikrofon Kondenser Studio Profesional Microphone with Stand - SF-666,251442171723,Audio,Mikrofon & Aksesoris,,,49300,1,Opera Norway,opear.adx,,79104248,,Komisi Produk Penjual,49300,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250524PJQVEYXH,Selesai,Sah,2025-05-24 15:54:03,2025-05-31 21:12:06,2025-05-31 21:12:06,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,4900,30,preloved2reloved,preloved2reloved,,97448167,,Komisi Produk Penjual,135240,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Instagram,5%,0,,,
250524PJJSDYVA,Selesai,Sah,2025-05-24 15:51:12,2025-05-28 23:47:23,2025-05-28 23:47:23,27408827034,TaffSTUDIO Alas Putar Fotografi Suede Rotating 360 Turntable 20cm - QM104712,158759213263,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,122170,1,YouTube Shopping,youtube_shopping_id,,79104407,,Komisi Produk Penjual,106061,0,Pesanan Tidak Langsung,0,0,7%,0,0%,0,0,0,,Websites,7%,0,,,
250524PHY060VU,Selesai,Sah,2025-05-24 15:40:09,2025-05-28 20:01:06,2025-05-28 20:01:06,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,4900,3,Sandra Hana Zakiyyah,hana_sandra1304,,97448167,,Komisi Produk Penjual,14700,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Instagram,5%,0,,,
250524PEQ1TCNH,Selesai,Sah,2025-05-24 14:41:59,2025-05-27 22:28:30,2025-05-27 22:28:30,27408827034,TaffSTUDIO Alas Putar Fotografi Suede Rotating 360 Turntable 20cm - QM104712,158759213263,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,122170,1,YouTube Shopping,youtube_shopping_id,,79104407,,Komisi Produk Penjual,110257,0,Pesanan Tidak Langsung,0,0,7%,0,0%,0,0,0,,YouTube,7%,0,,,
250524PDR6QG14,Selesai,Sah,2025-05-24 14:24:45,2025-05-29 08:47:46,2025-05-29 08:47:46,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,4900,2,AnggaNugraha,anggan031,,97448167,,Komisi Produk Penjual,9800,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
250524PDG65BKS,Selesai,Sah,2025-05-24 14:20:16,2025-05-27 16:09:17,2025-05-27 16:09:17,27408827034,TaffSTUDIO Alas Putar Fotografi Suede Rotating 360 Turntable 20cm - QM104712,158759213263,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,122170,1,Wiwi Gustiwi,wiwigustiwi,,79104407,,Komisi Produk Penjual,104455,0,Pesanan Langsung,7311.85,7311.85,7%,0,0%,7311.85,7311.85,0,,Shopeevideo-Shopee,7%,8116,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-27 16:09:43
250524NYYY056G,Selesai,Sah,2025-05-24 10:18:33,2025-06-01 15:38:49,2025-06-01 15:38:49,26618199030,Holajaju Cover Sepatu Pelindung Anti Air Hujan PVC 1 Pair with Buckle,109325548996,Sepatu Wanita,Boots,Sepatu Boot Hujan,,49000,1,indrawati888,indrawati888,,79104162,,Komisi Produk Penjual,49000,0,Pesanan Langsung,2940,2940,6%,0,0%,2940,2940,0,,Websites,6%,3263,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-01 15:39:15
250524MW9AE7C7,Selesai,Sah,2025-05-23 23:57:26,2025-05-26 19:02:36,2025-05-26 19:02:36,27408827034,TaffSTUDIO Alas Putar Fotografi Suede Rotating 360 Turntable 20cm - QM104712,158759213263,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,128600,1,interspaceindonesia2,interspaceindonesia2,,79104407,,Komisi Produk Penjual,112396,0,Pesanan Tidak Langsung,0,0,7%,0,0%,0,0,0,,Others,7%,0,,,
250523MD5AK636,Selesai,Sah,2025-05-23 19:08:52,2025-05-25 18:33:40,2025-05-25 18:33:40,26207094848,Taffware QST Express Heat Gun Hot Blower Vinyl 230V 300W - QST-220,241325209704,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perkakas,,56300,1,aisyahrizqi,thriftimewa,FYC,79104106,,Komisi Produk Penjual,56300,0,Pesanan Langsung,3378,3378,6%,0,0%,3378,3378,0,,Shopeevideo-Shopee,6%,3750,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-25 18:34:07
250523MCFUWX47,Selesai,Sah,2025-05-23 18:56:52,2025-05-27 17:56:14,2025-05-27 17:56:14,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,deniaseptiana,deniaseptiana,,79104169,,Komisi Produk Penjual,65000,0,Pesanan Langsung,3900,3900,6%,0,0%,3900,3900,0,,Shopeelive-Shopee,6%,4329,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-27 17:59:26
250523MAM9H7Q0,Selesai,Sah,2025-05-23 18:23:32,2025-05-26 20:05:38,2025-05-26 20:05:38,24733807831,Papan Alat Bantu Push-up Training Board Portable,197669094086,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Fitness,,71800,1,YouTube Shopping,youtube_shopping_id,,79104171,,Komisi Produk Penjual,66056,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,YouTube,6%,0,,,
250523MAM9H7Q0,Selesai,Sah,2025-05-23 18:23:32,2025-05-26 20:05:38,2025-05-26 20:05:38,29507498858,TaffSPORT Tiang Latihan Pull Up Pintu Door Gym Bar Solid Grip 62-100cm - HW139501,241351825462,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Fitness,,68100,1,YouTube Shopping,youtube_shopping_id,,79104109,,Komisi Produk Penjual,62652,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,YouTube,6%,0,,,
250523M8BYWSTK,Selesai,Sah,2025-05-23 17:43:08,2025-05-29 20:48:12,2025-05-29 20:48:12,26618199030,Holajaju Cover Sepatu Pelindung Anti Air Hujan PVC 1 Pair with Buckle,109325548994,Sepatu Wanita,Boots,Sepatu Boot Hujan,,48100,2,alfiansyah,alfyansyh,,79104162,,Komisi Produk Penjual,76960,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Websites,6%,0,,,
250523KKSQ4BB0,Selesai,Sah,2025-05-23 11:34:59,2025-05-27 18:08:41,2025-05-27 18:08:41,26618199030,Holajaju Cover Sepatu Pelindung Anti Air Hujan PVC 1 Pair with Buckle,109325548995,Sepatu Wanita,Boots,Sepatu Boot Hujan,,46900,1,Angelica,angelicakosim,,79104162,,Komisi Produk Penjual,39865,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250523KDK6PFY6,Selesai,Sah,2025-05-23 09:43:58,2025-05-26 09:47:03,2025-05-26 09:47:03,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,xtend1234,xtend1234,,79104169,,Komisi Produk Penjual,65000,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250523K5R4WCAA,Selesai,Sah,2025-05-23 07:23:34,2025-05-27 01:36:42,2025-05-27 01:36:42,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801710,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,23500,1,ita purnamasari,itapurnama485,,79104118,,Komisi Produk Penjual,23500,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,WhatsApp,6%,0,,,
250523K40MA3XV,Selesai,Sah,2025-05-23 06:52:31,2025-05-26 05:52:34,2025-05-26 05:52:34,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,13300,1,IDE TUBE,idetube,,79104187,,Komisi Produk Penjual,10300,0,Pesanan Langsung,618,618,6%,0,0%,618,618,0,,Shopeevideo-Shopee,6%,686,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-26 05:53:00
250522HVB3NCXS,Dibatalkan,Sah,2025-05-22 19:02:34,,,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376232,Perlengkapan Rumah,Lampu,,,12730,0,interspaceindonesia,interspaceindonesia,,79104187,,Komisi Produk Penjual,0,12305,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,Pesanan dibatalkan karena pengiriman gagal,Websites,6%,0,,,
250522HRRMKF5S,Selesai,Sah,2025-05-22 17:58:32,2025-05-27 18:46:38,2025-05-27 18:46:38,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376230,Perlengkapan Rumah,Lampu,,,13400,1,IDE TUBE,idetube,,79104187,,Komisi Produk Penjual,13400,0,Pesanan Langsung,804,804,6%,0,0%,1602,1602,0,,Shopeevideo-Shopee,6%,892,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-27 18:47:04
250522HRRMKF5S,Selesai,Sah,2025-05-22 17:58:32,2025-05-27 18:46:38,2025-05-27 18:46:38,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,13300,1,IDE TUBE,idetube,,79104187,,Komisi Produk Penjual,13300,0,Pesanan Langsung,798,798,6%,0,0%,0,0,0,,Shopeevideo-Shopee,6%,886,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-27 18:47:04
250522H405EWXG,Selesai,Sah,2025-05-22 11:46:56,2025-05-29 01:45:03,2025-05-29 01:45:03,26623215733,Taffware Car Power Inverter Konverter USB Charging 12/24V 100W - EA851,168656488623,Handphone & Aksesoris,Aksesoris,"Kabel, Charger, & Konverter",,99000,1,Hendrik Santoso,hendriks_86,,77967031,,Komisi Produk Penjual,94050,0,Pesanan Langsung,5643,5643,6%,0,0%,5643,5643,0,,Shopeevideo-Shopee,6%,6264,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-29 01:45:28
250521FPQYK3RW,Dibatalkan,Sah,2025-05-21 22:17:03,,,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801710,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,23500,0,xtend1234,xtend1234,,79104118,,Komisi Produk Penjual,0,23500,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,Pesanan dibatalkan oleh Pembeli,Others,6%,0,,,
250521FDHQ0JWD,Selesai,Sah,2025-05-21 19:32:29,2025-05-28 20:08:25,2025-05-28 20:08:25,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,Opera Norway,opear.adx,,79104169,,Komisi Produk Penjual,65000,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250521F83NH3X7,Selesai,Sah,2025-05-21 17:55:09,2025-05-26 12:27:47,2025-05-26 12:27:47,26607646593,TaffSTUDIO Alas Putar Fotografi Mirror Rotating 360 Turntable 200mm - QM104712,246362710658,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,128300,1,erry s.i,errysuswandi,,79104131,,Komisi Produk Penjual,109054,0,Pesanan Langsung,6543.24,6543.24,6%,0,0%,6543.24,6543.24,0,,Shopeevideo-Shopee,6%,7263,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-26 12:38:51
250521DWTE2D4K,Selesai,Sah,2025-05-21 05:18:22,2025-05-24 11:01:38,2025-05-24 11:01:38,24733807831,Papan Alat Bantu Push-up Training Board Portable,197669094086,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Fitness,,71800,1,Tedi Dwi,teddydwi29,,79104171,,Komisi Produk Penjual,64216,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250520CXG43FB2,Selesai,Sah,2025-05-20 19:57:50,2025-05-23 19:54:44,2025-05-23 19:54:44,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376230,Perlengkapan Rumah,Lampu,,,13400,2,IDE TUBE,idetube,,79104187,,Komisi Produk Penjual,26800,0,Pesanan Langsung,1608,1608,6%,0,0%,1608,1608,0,,Shopeevideo-Shopee,6%,1785,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-23 19:55:09
250520CNHEN8MT,Selesai,Sah,2025-05-20 17:17:32,2025-05-24 01:23:17,2025-05-24 01:23:17,27658831945,Taffware Peralatan Reparasi Jam Tangan Watch Repair Tool Kit Set,226685582816,Jam Tangan,Aksesoris Jam Tangan,Alat Servis Jam Tangan,,97600,1,Aby Spacetion,yuk97rwr8c,,79104290,,Komisi Produk Penjual,90820,0,Pesanan Tidak Langsung,0,0,"7,5%",0,0%,0,0,0,,Facebook,"7,5%",0,,,
250520CJJYH0WC,Selesai,Sah,2025-05-20 16:24:41,2025-05-22 19:28:00,2025-05-22 19:28:00,26107184480,MEISU Tas Kandang Anjing Kucing Breathable Pet Carrier Bag 47x31x32cm - MS46,207704064752,Hewan Peliharaan,Aksesoris Hewan Peliharaan,Furniture Hewan,,218400,1,AsenStore,asenstore257,,79104534,,Komisi Produk Penjual,196328,0,Pesanan Langsung,11779.68,11779.68,6%,0,0%,11779.68,11779.68,0,,WhatsApp,6%,13075,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-22 19:28:25
